RFM_Segment,data_usage_segment,voice_usage_segment,data_usage_trend,voice_usage_trend,Customer Signal,Customer Meaning,segment,Opportunity,NBO_Action,Subs,TR,DR,VR
Loyal Customers,low,high,Dormant,Rapid Expansion,Rapid Premium Voice Revival,Fast voice reactivation,Peak Growth Segment,Upsell,Full premium relaunch,,,,
Loyal Customers,low,high,Dormant,no_trend,Dormant High Voice Potential,Voice valuable but uncertain,Monitor Segment,Observe,Close premium watch,,,,
Loyal Customers,low,high,Early Recovery,Declining,Data Recovers Voice Drops,Data improving but voice weakens,Mixed Risk,NBO,Protect voice loyalty,,,,
Loyal Customers,low,high,Early Recovery,Dormant,Data Return Voice Silent,"Data returns, voice inactive",Recovery Segment,NBO,Voice restart,,,,
Loyal Customers,low,high,Early Recovery,Early Recovery,Balanced Loyal Recovery,Both recovering,Recovery Segment,NBO,Loyal rebuild,,,,
Loyal Customers,low,high,Early Recovery,Strong Growth,Voice Momentum Loyal,Voice outpaces data strongly,Growth Segment,Upsell,Premium voice acceleration,,,,
Loyal Customers,low,high,Early Recovery,Gradual Growth,Healthy Premium Recovery,Steady voice-led comeback,Recovery Segment,NBO,Bundle nurture,,,,
Loyal Customers,low,high,Early Recovery,Rapid Expansion,Voice Power Recovery,Rapid voice expansion,Peak Growth Segment,Upsell,Maximize voice ARPU,,,,
Loyal Customers,low,high,Early Recovery,no_trend,Recovery with Stable Voice,Voice premium stable,Monitor Segment,Observe,Track loyalty,,,,
Loyal Customers,low,high,Strong Growth,Declining,Data Growth Voice Risk,"Data rises, voice weakens",Mixed Opportunity,NBO,Protect premium voice,,,,
Loyal Customers,low,high,Strong Growth,Dormant,Data Active Voice Silent,"Data active, voice dormant",Data-Led Segment,Upsell,Voice reactivation,,,,
Loyal Customers,low,high,Strong Growth,Early Recovery,Dual Loyal Growth,Data strong + voice returns,Growth Segment,NBO,Multi-product combo,,,,
Loyal Customers,low,high,Strong Growth,Strong Growth,Full Loyal Premium Growth,Both channels strongly growing,Peak Growth Segment,Upsell,Premium full bundle,,,,
Loyal Customers,low,high,Strong Growth,Gradual Growth,Strong Data Steady Voice,Healthy cross-channel growth,Growth Segment,NBO,Increase wallet share,,,,
Loyal Customers,low,high,Strong Growth,Rapid Expansion,Hyper Premium Expansion,Rapid high-value expansion,Peak Growth Segment,Upsell,Maximize lifetime value,,,,
Loyal Customers,low,high,Strong Growth,no_trend,Data Growth Stable Premium,"Strong data, stable voice",Opportunity Segment,Upsell,Upgrade services,,,,
Loyal Customers,low,high,Gradual Growth,Declining,Gradual Data Voice Risk,"Slow data rise, voice decline",Mixed Risk,NBO,Protect voice share,,,,
Loyal Customers,low,high,Gradual Growth,Dormant,Gradual Data Voice Sleep,"Data gradual, voice dormant",Recovery Segment,NBO,Voice reconnect,,,,
Loyal Customers,low,high,Gradual Growth,Early Recovery,Steady Premium Recovery,Gradual + voice recovery,Recovery Segment,NBO,Bundle nurture,,,,
Loyal Customers,low,high,Gradual Growth,Strong Growth,Voice Premium Strength,Voice stronger than data,Growth Segment,Upsell,Premium voice push,,,,
Loyal Customers,low,high,Gradual Growth,Gradual Growth,Stable Loyal Premium,Balanced gradual growth,Stable Segment,NBO,Maintain loyalty,,,,
Loyal Customers,low,high,Gradual Growth,Rapid Expansion,Voice Surge Premium,Rapid voice rise,Growth Segment,Upsell,Scale premium offers,,,,
Loyal Customers,low,high,Gradual Growth,no_trend,Gradual Stable Premium,Steady premium voice,Monitor Segment,Observe,Watch behavior,,,,
Loyal Customers,low,high,Rapid Expansion,Declining,Data Spike Voice Risk,Rapid data but voice weakens,Volatile Segment,Retention,Balance premium,,,,
Loyal Customers,low,high,Rapid Expansion,Dormant,Data Surge Voice Silent,"Data surges, voice dormant",Data Opportunity,Upsell,Voice relaunch,,,,
Loyal Customers,low,high,Rapid Expansion,Early Recovery,Fast Premium Recovery,Rapid data + voice return,Growth Segment,Upsell,Combo relaunch,,,,
Loyal Customers,low,high,Rapid Expansion,Strong Growth,Hyper Loyal Premium,Both booming strongly,Peak Growth Segment,Upsell,Top-tier premium,,,,
Loyal Customers,low,high,Rapid Expansion,Gradual Growth,Data Surge Stable Voice,Rapid data + steady voice,Growth Segment,NBO,Bundle boost,,,,
Loyal Customers,low,high,Rapid Expansion,Rapid Expansion,Maximum Loyal Expansion,Both channels max growth,Peak Growth Segment,Upsell,Ultimate premium bundle,,,,
Loyal Customers,low,high,Rapid Expansion,no_trend,Rapid Stable Premium,Rapid but uncertain,Monitor Segment,Observe,Close watch,,,,
Loyal Customers,low,high,no_trend,Declining,Stable Voice Decline,Premium voice slipping,Risk Segment,Retention,Protect voice-heavy profile,,,,
Loyal Customers,low,high,no_trend,Dormant,Stable Premium Dormant,Voice dormant,Churn Segment,Retention,Reignite premium use,,,,
Loyal Customers,low,high,no_trend,Early Recovery,Voice Awakening Loyal,Voice returns,Recovery Segment,NBO,Voice comeback,,,,
Loyal Customers,low,high,no_trend,Strong Growth,Premium Voice Growth,Voice sharply grows,Growth Segment,Upsell,Maximize voice value,,,,
Loyal Customers,low,high,no_trend,Gradual Growth,Steady Premium Expansion,Gradual voice growth,Recovery Segment,NBO,Steady expansion,,,,
Loyal Customers,low,high,no_trend,Rapid Expansion,Premium Hyper Growth,Rapid premium voice growth,Peak Growth Segment,Upsell,Accelerate premium monetization,,,,
Loyal Customers,low,high,no_trend,no_trend,Stable Low Data High Voice,Low data + high voice stable,High-Value Loyal Segment,Monitor,Retain and expand,,,,
Loyal Customers,low,very_high,Declining,Declining,Elite Voice Loyal Decline,Very high voice loyal customer declining across both,Loyalty Risk,Retention,Protect elite voice base,,,,
Loyal Customers,low,very_high,Declining,Dormant,Elite Voice Going Silent,Data declines while elite voice becomes dormant,Premium Risk,Retention,Restore elite voice habit,,,,
Loyal Customers,low,very_high,Declining,Early Recovery,Elite Voice Recovery,Very high voice starts recovering despite weak data,Recovery Segment,NBO,Support voice comeback,,,,
Loyal Customers,low,very_high,Declining,Strong Growth,Elite Voice Surge,Very high voice sharply rising,Growth Segment,Upsell,Elite premium voice bundles,,,,
Loyal Customers,low,very_high,Declining,Gradual Growth,Steady Elite Voice,Voice gradually strengthening,Recovery Segment,NBO,Expand voice retention,,,,
Loyal Customers,low,very_high,Declining,Rapid Expansion,Elite Voice Hyper Growth,Rapid elite voice acceleration,Peak Growth Segment,Upsell,Maximize elite voice monetization,,,,
Loyal Customers,low,very_high,Declining,no_trend,Stable Elite Voice,Voice remains elite but trend unclear,Monitor Segment,Observe,Protect elite voice value,,,,
Loyal Customers,low,very_high,Dormant,Declining,Dormant Data Elite Voice Loss,Data dormant + voice declining,Critical Risk,Retention,Prevent elite churn,,,,
Loyal Customers,low,very_high,Dormant,Dormant,Elite Silent Loyal,Both channels dormant despite elite voice history,Severe Churn,Retention,Reignite elite premium user,,,,
Loyal Customers,low,very_high,Dormant,Early Recovery,Elite Voice Awakens,Voice begins returning from dormancy,Recovery Segment,NBO,Elite voice reconnect,,,,
Loyal Customers,low,very_high,Dormant,Strong Growth,Elite Voice Comeback,Strong elite voice rebound,Growth Segment,Upsell,Voice-led elite expansion,,,,
Loyal Customers,low,very_high,Dormant,Gradual Growth,Steady Elite Return,Gradual rebuild of elite voice,Recovery Segment,NBO,Nurture elite loyalty,,,,
Loyal Customers,low,very_high,Dormant,Rapid Expansion,Elite Revival Peak,Rapid elite voice return,Peak Growth Segment,Upsell,Full elite relaunch,,,,
Loyal Customers,low,very_high,Dormant,no_trend,Elite Voice Potential,Voice valuable but dormant,Monitor Segment,Observe,Close premium watch,,,,
Loyal Customers,low,very_high,Early Recovery,Declining,Data Returns Voice Slips,Data recovers but elite voice weakens,Mixed Risk,NBO,Protect elite voice,,,,
Loyal Customers,low,very_high,Early Recovery,Dormant,Data Back Voice Silent,"Data returns, voice dormant",Recovery Segment,NBO,Restart elite voice,,,,
Loyal Customers,low,very_high,Early Recovery,Early Recovery,Dual Elite Recovery,Both channels recovering,Recovery Segment,NBO,Rebuild elite loyalty,,,,
Loyal Customers,low,very_high,Early Recovery,Strong Growth,Elite Voice Momentum,Voice strongly outpaces data,Growth Segment,Upsell,Accelerate premium voice,,,,
Loyal Customers,low,very_high,Early Recovery,Gradual Growth,Healthy Elite Recovery,Steady elite recovery,Recovery Segment,NBO,Bundle nurture,,,,
Loyal Customers,low,very_high,Early Recovery,Rapid Expansion,Elite Voice Power,Rapid elite voice rise,Peak Growth Segment,Upsell,Maximize elite ARPU,,,,
Loyal Customers,low,very_high,Early Recovery,no_trend,Recovered Elite Stable,Recovered but stable elite voice,Monitor Segment,Observe,Track loyalty,,,,
Loyal Customers,low,very_high,Strong Growth,Declining,Data Strong Voice Weakening,Data grows but elite voice falls,Mixed Opportunity,NBO,Protect elite voice share,,,,
Loyal Customers,low,very_high,Strong Growth,Dormant,Data Active Elite Silent,Data active while voice dormant,Data-Led Segment,Upsell,Elite voice reactivation,,,,
Loyal Customers,low,very_high,Strong Growth,Early Recovery,Strong Data Elite Return,Data strong + voice returns,Growth Segment,NBO,Elite combo offers,,,,
Loyal Customers,low,very_high,Strong Growth,Strong Growth,Full Elite Premium Growth,Both channels booming,Peak Growth Segment,Upsell,Top-tier elite bundle,,,,
Loyal Customers,low,very_high,Strong Growth,Gradual Growth,Strong Data Stable Elite Voice,Healthy cross-channel premium growth,Growth Segment,NBO,Increase elite wallet share,,,,
Loyal Customers,low,very_high,Strong Growth,Rapid Expansion,Hyper Elite Expansion,Rapid expansion of elite customer,Peak Growth Segment,Upsell,Maximize lifetime value,,,,
Loyal Customers,low,very_high,Strong Growth,no_trend,Data Growth Stable Elite,Strong data + stable elite voice,Opportunity Segment,Upsell,Upgrade elite services,,,,
Loyal Customers,low,very_high,Gradual Growth,Declining,Gradual Data Elite Risk,Slow data rise + voice decline,Mixed Risk,NBO,Protect elite share,,,,
Loyal Customers,low,very_high,Gradual Growth,Dormant,Gradual Data Elite Silence,Data gradual + voice dormant,Recovery Segment,NBO,Elite reconnect,,,,
Loyal Customers,low,very_high,Gradual Growth,Early Recovery,Steady Elite Comeback,Gradual + voice recovery,Recovery Segment,NBO,Elite bundle nurture,,,,
Loyal Customers,low,very_high,Gradual Growth,Strong Growth,Elite Voice Strength,Voice outpaces data strongly,Growth Segment,Upsell,Elite premium push,,,,
Loyal Customers,low,very_high,Gradual Growth,Gradual Growth,Stable Elite Loyal,Balanced gradual premium growth,Stable Segment,NBO,Maintain elite loyalty,,,,
Loyal Customers,low,very_high,Gradual Growth,Rapid Expansion,Elite Voice Surge,Rapid elite voice expansion,Growth Segment,Upsell,Scale elite premium,,,,
Loyal Customers,low,very_high,Gradual Growth,no_trend,Gradual Stable Elite,Steady but uncertain,Monitor Segment,Observe,Watch elite behavior,,,,
Loyal Customers,low,very_high,Rapid Expansion,Declining,Rapid Data Elite Risk,Rapid data but elite voice weakens,Volatile Segment,Retention,Balance elite profile,,,,
Loyal Customers,low,very_high,Rapid Expansion,Dormant,Data Spike Elite Silence,"Data surges, voice dormant",Data Opportunity,Upsell,Elite voice relaunch,,,,
Loyal Customers,low,very_high,Rapid Expansion,Early Recovery,Fast Elite Recovery,Rapid data + voice returns,Growth Segment,Upsell,Elite relaunch combo,,,,
Loyal Customers,low,very_high,Rapid Expansion,Strong Growth,Hyper Elite Loyal,Both channels peak booming,Peak Growth Segment,Upsell,Ultimate elite premium,,,,
Loyal Customers,low,very_high,Rapid Expansion,Gradual Growth,Rapid Data Stable Elite,Rapid data + steady elite voice,Growth Segment,NBO,Bundle boost,,,,
Loyal Customers,low,very_high,Rapid Expansion,Rapid Expansion,Maximum Elite Expansion,Both channels maxed,Peak Growth Segment,Upsell,Full elite monetization,,,,
Loyal Customers,low,very_high,Rapid Expansion,no_trend,Rapid Stable Elite,Rapid but trend unclear,Monitor Segment,Observe,Close watch,,,,
Loyal Customers,low,very_high,no_trend,Declining,Stable Elite Decline,Elite voice slipping,Risk Segment,Retention,Protect elite voice-heavy profile,,,,
Loyal Customers,low,very_high,no_trend,Dormant,Stable Elite Dormant,Elite voice dormant,Churn Segment,Retention,Reignite elite premium,,,,
Loyal Customers,low,very_high,no_trend,Early Recovery,Elite Voice Awakening,Voice returns from stability,Recovery Segment,NBO,Voice comeback,,,,
Loyal Customers,low,very_high,no_trend,Strong Growth,Elite Voice Growth,Elite voice rapidly grows,Growth Segment,Upsell,Maximize elite voice value,,,,
Loyal Customers,low,very_high,no_trend,Gradual Growth,Steady Elite Expansion,Gradual elite voice growth,Recovery Segment,NBO,Steady elite expansion,,,,
Loyal Customers,low,very_high,no_trend,Rapid Expansion,Elite Hyper Growth,Rapid elite voice explosion,Peak Growth Segment,Upsell,Accelerate elite monetization,,,,
Loyal Customers,low,very_high,no_trend,no_trend,Stable Low Data Elite Voice,Low data + very high voice stable,Elite Loyal Segment,Monitor,Retain and expand,,,,
Loyal Customers,low,Zero,Declining,Declining,Loyal Low Data Collapse,Low data and zero voice both declining,Loyalty Risk,Retention,Prevent full disengagement,,,,
Loyal Customers,low,Zero,Declining,Dormant,Low Data Fadeout,Data declining toward dormancy,At-Risk Loyalty,Retention,Data reactivation,,,,
Loyal Customers,low,Zero,Declining,Early Recovery,Data Recovery Spark,Data weak but showing early signs,Recovery Segment,NBO,Starter data pack,,,,
Loyal Customers,low,Zero,Declining,Strong Growth,Voiceless Data Opportunity,"Data low, no voice, growth potential",Data Opportunity,Upsell,Data growth pack,,,,
Loyal Customers,low,Zero,Declining,Gradual Growth,Slow Data Return,Gradual data rebuild,Recovery Segment,NBO,Data nurture,,,,
Loyal Customers,low,Zero,Declining,Rapid Expansion,Fast Data Comeback,Rapid data return,Growth Segment,Upsell,Data booster,,,,
Loyal Customers,low,Zero,Declining,no_trend,Low Data Unclear,Low activity with weak direction,Monitor Segment,Monitor,Behavior watch,,,,
Loyal Customers,low,Zero,Dormant,Declining,Dormant Low Data Drop,Dormant low data further declines,Critical Loyalty Risk,Retention,Urgent save,,,,
Loyal Customers,low,Zero,Dormant,Dormant,Fully Dormant Loyal Low User,Low data and no voice inactive,Severe Churn,Retention,Win-back campaign,,,,
Loyal Customers,low,Zero,Dormant,Early Recovery,Data Awakening Low,User slowly returns via data,Recovery Segment,NBO,Data reconnect,,,,
Loyal Customers,low,Zero,Dormant,Strong Growth,Low User Growth Return,Strong rebound from dormancy,Growth Segment,Upsell,Data relaunch,,,,
Loyal Customers,low,Zero,Dormant,Gradual Growth,Steady Dormant Recovery,Gradual data reactivation,Recovery Segment,NBO,Loyal nurture,,,,
Loyal Customers,low,Zero,Dormant,Rapid Expansion,Rapid Dormant Recovery,Fast data return,Growth Segment,Upsell,Data expansion,,,,
Loyal Customers,low,Zero,Dormant,no_trend,Dormant Low Monitor,Dormant but uncertain,Monitor Segment,Observe,Close watch,,,,
Loyal Customers,low,Zero,Early Recovery,Declining,Recovery Weakness,Data recovering but unstable,Recovery Risk,NBO,Stabilization plan,,,,
Loyal Customers,low,Zero,Early Recovery,Dormant,Data Return Stalls,Early return slipping dormant,Recovery Segment,NBO,Re-engagement,,,,
Loyal Customers,low,Zero,Early Recovery,Early Recovery,Balanced Low Recovery,Low but improving steadily,Recovery Segment,NBO,Starter combo,,,,
Loyal Customers,low,Zero,Early Recovery,Strong Growth,Accelerated Low Recovery,Low user entering growth,Growth Segment,Upsell,Data scale-up,,,,
Loyal Customers,low,Zero,Early Recovery,Gradual Growth,Healthy Low Rebuild,Steady loyalty rebuilding,Recovery Segment,NBO,Loyal nurture,,,,
Loyal Customers,low,Zero,Early Recovery,Rapid Expansion,Power Recovery Low,Rapid comeback,Growth Segment,Upsell,Premium starter,,,,
Loyal Customers,low,Zero,Early Recovery,no_trend,Recovery Watch Low,Recovery unclear,Monitor Segment,Observe,Pattern tracking,,,,
Loyal Customers,low,Zero,Strong Growth,Declining,Data Growth Voice Absent,"Data strong, voice zero",Data-Led Segment,Upsell,Voice onboarding,,,,
Loyal Customers,low,Zero,Strong Growth,Dormant,Data Growth Only,Loyal through data only,Data Opportunity,Upsell,Voice intro,,,,
Loyal Customers,low,Zero,Strong Growth,Early Recovery,Dual Path Start,Data strong + early recovery,Growth Segment,NBO,Bundle intro,,,,
Loyal Customers,low,Zero,Strong Growth,Strong Growth,Low Loyal Growth Star,Both dimensions improving,Peak Growth Segment,Upsell,Full bundle,,,,
Loyal Customers,low,Zero,Strong Growth,Gradual Growth,Healthy Growth Low,Strong data + gradual stability,Growth Segment,NBO,Loyal upgrade,,,,
Loyal Customers,low,Zero,Strong Growth,Rapid Expansion,Hyper Low Growth,Rapid expansion from low base,Peak Growth Segment,Upsell,Premium growth,,,,
Loyal Customers,low,Zero,Strong Growth,no_trend,Data Strong Stable Voice,"Strong data, no voice",Opportunity Segment,Upsell,Voice starter,,,,
